idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
34416952, World Championship 14th, GER/NLD, 1929.??.??, 18, Bogoljubow Efim, Alekhine Alexander, 1, ?, ?, C11, 0, 0, 0, 0, 
75699930, World Championship 14th, GER/NLD, 1929.??.??, 19, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D51, 0, 0, 0, 0, 
48948536, World Championship 14th, GER/NLD, 1929.??.??, 20, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, C79, 0, 0, 0, 0, 
96083677, World Championship 14th, GER/NLD, 1929.??.??, 21, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, E22, 0, 0, 0, 0, 
8461114, World Championship 14th, GER/NLD, 1929.??.??, 22, Bogoljubow Efim, Alekhine Alexander, -1, ?, ?, C76, 0, 0, 0, 0, 
47391280, World Championship 14th, GER/NLD, 1929.??.??, 23, Alekhine Alexander, Bogoljubow Efim, 0, ?, ?, D46, 0, 0, 0, 0, 
60515466, World Championship 14th, GER/NLD, 1929.??.??, 24, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, C11, 0, 0, 0, 0, 
5086646, World Championship 14th, GER/NLD, 1929.??.??, 25, Alekhine Alexander, Bogoljubow Efim, 0, ?, ?, D30, 0, 0, 0, 0, 
60193456, Los Angeles sim, Los Angeles, 1929.??.??, ?, Alekhine Alexander, Grabill, 0, ?, ?, B19, 0, 0, 0, 0, 
12160185, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Mendoza M., 0, ?, ?, D15, 0, 0, 0, 0, 
94347684, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Tostado A., 0, ?, ?, E67, 0, 0, 0, 0, 
8525013, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Guerrero F., 1, ?, ?, D61, 0, 0, 0, 0, 
80346498, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Eddy H., 0, ?, ?, D52, 0, 0, 0, 0, 
72171845, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Perez Alfonso, -1, ?, ?, B48, 0, 0, 0, 0, 
55836229, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Cardenas C., -1, ?, ?, B02, 0, 0, 0, 0, 
72077509, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Rivera, -1, ?, ?, C60, 0, 0, 0, 0, 
59575761, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Bringas JM., 1, ?, ?, B02, 0, 0, 0, 0, 
71246814, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Brunner, 1, ?, ?, B02, 0, 0, 0, 0, 
81365478, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Araiza Munoz Jose Joaquin, -1, ?, ?, E11, 0, 0, 1, 0, 
23683332, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Bringas JM., 1, ?, ?, E11, 0, 0, 0, 0, 
30716131, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Bengoa JM., 1, ?, ?, D61, 0, 0, 0, 0, 
8316117, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Avida, 1, ?, ?, D51, 0, 0, 0, 0, 
64230380, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Arancegui, 1, ?, ?, D06, 0, 0, 0, 0, 
45148409, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Zesata, 1, ?, ?, C10, 0, 0, 0, 0, 
61068930, Mexico sim, Mexico City, 1929.??.??, ?, Alekhine Alexander, Alcayaga J., -1, ?, ?, D61, 0, 0, 0, 0, 
1478522, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Knutsen Harold, -1, ?, ?, C26, 0, 0, 0, 0, 
9934438, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Anderson, 1, ?, ?, C90, 0, 0, 0, 0, 
40854850, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Moffat A., 1, ?, ?, B00, 0, 0, 0, 0, 
3060416, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Reel R., 1, ?, ?, C29, 0, 0, 0, 0, 
63751774, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Spilberg Simon, -1, ?, ?, C31, 0, 0, 0, 0, 
80700684, Milwaukee sim, Milwaukee, 1929.??.??, ?, Alekhine Alexander, Graham D., -1, ?, ?, C66, 0, 0, 0, 0, 
27898183, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Mc Caleb W., -1, ?, ?, C28, 0, 1, 0, 0, 
19861862, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Meyer Samuels, -1, ?, ?, A06, 0, 0, 0, 0, 
2456431, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Jaffe Charles, 1, ?, ?, D30, 0, 0, 0, 0, 
74810019, New York exh, New York, 1929.??.??, ?, Marshall Frank James, Alekhine Alexander, -1, ?, ?, E11, 0, 0, 0, 0, 
6071837, New York sim, New York, 1929.??.??, ?, Pinkus Albert Sidney, Alekhine Alexander, -1, ?, ?, A15, 0, 0, 0, 0, 
58644297, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Phillips, 1, ?, ?, A09, 0, 0, 0, 0, 
20567664, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Wechsler A., 1, ?, ?, A53, 0, 0, 0, 0, 
53642197, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Solomon E., -1, ?, ?, B40, 0, 0, 0, 0, 
40604886, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Kussman AS., 0, ?, ?, D61, 0, 0, 0, 0, 
57800380, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Pinkus Albert Sidney, -1, ?, ?, C86, 0, 0, 0, 0, 
53142909, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Kashdan Isaac, 1, ?, ?, D31, 0, 0, 0, 0, 
97875917, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Bigelow Horace Ransom, 0, ?, ?, D67, 0, 0, 0, 0, 
65009235, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Bornholz R., 1, ?, ?, D12, 0, 0, 0, 0, 
98124668, New York sim, New York, 1929.??.??, ?, Alekhine Alexander, Schroeder A., 1, ?, ?, B01, 0, 0, 0, 0, 
2405572, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Gruer EW., -1, ?, ?, D44, 0, 0, 0, 0, 
9080273, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Fink Adolf, -1, ?, ?, A84, 0, 0, 0, 0, 
11663090, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Vedensky D., -1, ?, ?, E12, 0, 0, 0, 0, 
19160782, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Van Antwerp WC., 1, ?, ?, E16, 0, 0, 0, 0, 
60795828, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Gross H., 0, ?, ?, A06, 0, 0, 0, 0, 
81064383, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Fink Adolf, -1, ?, ?, E21, 0, 0, 0, 0, 
91348733, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Cook W., 1, ?, ?, D51, 0, 0, 0, 0, 
25511784, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Folger RM., 1, ?, ?, C41, 0, 0, 0, 0, 
59095598, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Bagley C., -1, ?, ?, D36, 0, 0, 0, 0, 
69707633, San Francisco sim, San Francisco, 1929.??.??, ?, Alekhine Alexander, Dake Arthur William, 1, ?, ?, D94, 0, 0, 0, 0, 
27930151, St Louis sim, St Louis, 1929.??.??, ?, Alekhine Alexander, Downman JY., 0, ?, ?, C55, 0, 0, 0, 0, 
94184353, St Louis sim, St Louis, 1929.??.??, ?, Alekhine Alexander, Lewis BL., 0, ?, ?, D53, 0, 0, 0, 0, 
6010692, St Louis sim, St Louis, 1929.??.??, ?, Anderson James Allan, Alekhine Alexander, -1, ?, ?, E34, 0, 0, 0, 0, 
79611778, St Louis sim, St Louis, 1929.??.??, ?, Alekhine Alexander, Anderson James Allan, -1, ?, ?, E18, 0, 0, 0, 0, 
37110440, Hamburg ol, Hamburg, 1930.??.??, ?, Alekhine Alexander, Gilfer Eggert, 1, ?, ?, D61, 0, 0, 0, 0, 
20358260, Hamburg ol, Hamburg, 1930.??.??, ?, Golmayo de la Torriente Manuel, Alekhine Alexander, -1, ?, ?, C68, 0, 0, 0, 0, 
10018361, Hamburg ol, Hamburg, 1930.??.??, ?, Hovind C., Alekhine Alexander, -1, ?, ?, C01, 0, 0, 0, 0, 
26885213, Hamburg ol, Hamburg, 1930.??.??, ?, Alekhine Alexander, Baratz Abraham, 1, ?, ?, D30, 0, 0, 0, 0, 
8423082, Hamburg ol, Hamburg, 1930.??.??, ?, Alekhine Alexander, Desler Arne, 1, ?, ?, B70, 0, 0, 0, 0, 
62145724, Hamburg ol, Hamburg, 1930.??.??, ?, Larsen Peder Andreas, Alekhine Alexander, -1, ?, ?, C46, 0, 0, 0, 0, 
33138631, Hamburg ol, Hamburg, 1930.??.??, ?, Macht Alexander, Alekhine Alexander, -1, ?, ?, C77, 0, 0, 0, 0, 
92735922, Hamburg ol, Hamburg, 1930.??.??, ?, Stahlberg Gideon, Alekhine Alexander, -1, ?, ?, E23, 0, 0, 0, 0, 
40060282, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Broder I., -1, ?, ?, B12, 0, 1, 0, 0, 
38093250, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Filipcic Branko, 0, ?, ?, B20, 0, 0, 0, 0, 
72747750, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Filipcic Milan, 0, ?, ?, D30, 0, 0, 0, 0, 
93306626, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Dumic M., 0, ?, ?, D61, 0, 0, 0, 0, 
73895451, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Spitzer D., -1, ?, ?, A82, 0, 0, 0, 0, 
88800025, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Rozic K., Alekhine Alexander, 0, ?, ?, E22, 0, 0, 0, 0, 
16163568, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Avirovic Djordje, 1, ?, ?, C73, 0, 0, 0, 0, 
53650115, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Gabrovshek Julij, -1, ?, ?, D60, 0, 0, 0, 0, 
91047442, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Singer Leone, 0, ?, ?, B18, 0, 0, 0, 0, 
62074870, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Borkovic Stanko, -1, ?, ?, D44, 0, 0, 0, 0, 
33895673, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Vidmar Milan Jr, 1, ?, ?, D51, 0, 0, 0, 0, 
33046304, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Weiss Z., 0, ?, ?, B12, 0, 0, 0, 0, 
1599769, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Dumic M., Alekhine Alexander, -1, ?, ?, D13, 0, 1, 0, 0, 
69670778, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Kulzinski Nikolaj, 0, ?, ?, B12, 0, 0, 0, 0, 
98632727, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Pavlovic, -1, ?, ?, B01, 0, 0, 0, 0, 
28908068, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Pirc Vasja, -1, ?, ?, E20, 0, 0, 0, 0, 
51291550, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Rojnic Matko, -1, ?, ?, D61, 0, 0, 0, 0, 
65067369, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Singer Leone, 1, ?, ?, B12, 0, 0, 0, 0, 
73066844, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Borkovic Stanko, 1, ?, ?, C66, 0, 0, 0, 0, 
74611785, JUG tour sim, Ljubljana/Novi Sad/Zagreb, 1930.??.??, ?, Alekhine Alexander, Mendelevic, 1, ?, ?, E43, 0, 0, 0, 0, 
86259388, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Nimzowitsch Aaron , 1, ?, ?, C17, 0, 0, 0, 0, 
20671539, San Remo, San Remo, 1930.??.??, ?, Colle Edgar, Alekhine Alexander, -1, ?, ?, D04, 0, 0, 0, 0, 
29262464, San Remo, San Remo, 1930.??.??, ?, Spielmann Rudolf, Alekhine Alexander, 0, ?, ?, C01, 0, 0, 0, 0, 
64021055, San Remo, San Remo, 1930.??.??, ?, Vidmar Milan Sr, Alekhine Alexander, -1, ?, ?, E37, 0, 0, 0, 0, 
19976280, San Remo, San Remo, 1930.??.??, ?, Yates Frederick, Alekhine Alexander, -1, ?, ?, C71, 0, 0, 0, 0, 
29172841, San Remo, San Remo, 1930.??.??, ?, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, D17, 0, 0, 0, 0, 
92032954, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Araiza Munoz Jose Joaquin, 1, ?, ?, C15, 0, 0, 0, 0, 
7967106, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, A90, 0, 0, 0, 0, 
97041936, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Rubinstein Akiba, 1, ?, ?, D65, 0, 0, 0, 0, 
71647545, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Romi Massimiliano, 1, ?, ?, D30, 0, 0, 0, 0, 
81020722, San Remo, San Remo, 1930.??.??, ?, Grau Roberto, Alekhine Alexander, -1, ?, ?, A15, 0, 0, 0, 0, 
90867409, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Monticelli Mario, 1, ?, ?, C86, 0, 0, 0, 0, 
61355814, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Maroczy Geza, 1, ?, ?, D67, 0, 0, 0, 0, 
5192473, San Remo, San Remo, 1930.??.??, ?, Alekhine Alexander, Kmoch Hans, 1, ?, ?, E51, 0, 0, 0, 0, 
71246652, San Remo, San Remo, 1930.??.??, ?, Ahues Carl Oscar, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
3242919, Stockholm sim, Stockholm, 1930.??.??, ?, Alekhine Alexander, Johansson Niklas, -1, ?, ?, D51, 0, 0, 0, 0, 
37365656, Stockholm sim, Stockholm, 1930.??.??, ?, Alekhine Alexander, Magnusson Gunnar, -1, ?, ?, B30, 0, 0, 0, 0, 
65454514, Stockholm sim, Stockholm, 1930.??.??, ?, Alekhine Alexander, Werner E., -1, ?, ?, C01, 0, 0, 0, 0, 
22715101, Vienna sim, Vienna, 1930.??.??, ?, Alekhine Alexander, Maurer, 1, ?, ?, D52, 0, 0, 1, 0, 
74441681, Vienna sim, Vienna, 1930.??.??, ?, Alekhine Alexander, Glassberg P., -1, ?, ?, B70, 0, 0, 0, 0, 
4816138, Vienna sim, Vienna, 1930.??.??, ?, Alekhine Alexander, Glueckmann F., -1, ?, ?, D61, 0, 0, 0, 0, 
76465899, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Ormai, 1, ?, ?, C51, 0, 0, 1, 0, 
44056947, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Elacic, 1, ?, ?, C13, 0, 0, 0, 0, 
81317996, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Kondic, -1, ?, ?, E20, 0, 0, 0, 0, 
61746002, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Lugowski S., 1, ?, ?, C25, 0, 0, 0, 0, 
44728986, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Dobrovic, 1, ?, ?, C07, 0, 0, 0, 0, 
65394788, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Petrovic V., 1, ?, ?, C11, 0, 0, 0, 0, 
39790869, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Tomovic Vasilje, -1, ?, ?, B30, 0, 1, 0, 0, 
3610997, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Tot Bora, 0, ?, ?, E11, 0, 0, 0, 0, 
73488777, Belgrade sim, Belgrade, 1931.??.??, ?, Alekhine Alexander, Vukovic Sava, 0, ?, ?, D63, 0, 0, 0, 0, 
42504485, Bled, Bled, 1931.??.??, ?, Nimzowitsch Aaron , Alekhine Alexander, -1, ?, ?, B13, 0, 0, 0, 0, 
59058336, Bled, Bled, 1931.??.??, ?, Pirc Vasja, Alekhine Alexander, -1, ?, ?, D32, 0, 0, 0, 0, 
12261806, Bled, Bled, 1931.??.??, ?, Spielmann Rudolf, Alekhine Alexander, 0, ?, ?, D36, 0, 0, 0, 0, 
77815664, Bled, Bled, 1931.??.??, ?, Stoltz Goesta, Alekhine Alexander, -1, ?, ?, C71, 0, 0, 0, 0, 
23797000, Bled, Bled, 1931.??.??, ?, Tartakower Saviely, Alekhine Alexander, 0, ?, ?, C77, 0, 0, 0, 0, 
13548045, Bled, Bled, 1931.??.??, ?, Maroczy Geza, Alekhine Alexander, -1, ?, ?, B13, 0, 0, 0, 0, 
67487672, Bled, Bled, 1931.??.??, ?, Vidmar Milan Sr, Alekhine Alexander, 0, ?, ?, D46, 0, 0, 0, 0, 
73135103, Bled, Bled, 1931.??.??, ?, Flohr Salo, Alekhine Alexander, 0, ?, ?, C13, 0, 0, 0, 0, 
33674247, Bled, Bled, 1931.??.??, ?, Colle Edgar, Alekhine Alexander, -1, ?, ?, D34, 0, 0, 0, 0, 
8804375, Bled, Bled, 1931.??.??, ?, Bogoljubow Efim, Alekhine Alexander, -1, ?, ?, E33, 0, 0, 0, 0, 
7866554, Bled, Bled, 1931.??.??, ?, Asztalos Lajos, Alekhine Alexander, 0, ?, ?, C11, 0, 0, 0, 0, 
80279385, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Vidmar Milan Sr, 1, ?, ?, D55, 0, 0, 0, 0, 
74185710, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, B07, 0, 0, 0, 0, 
38359059, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Stoltz Goesta, 1, ?, ?, D17, 0, 0, 1, 0, 
48724052, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Spielmann Rudolf, 0, ?, ?, D55, 0, 0, 0, 0, 
14934073, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Pirc Vasja, 1, ?, ?, D30, 0, 0, 0, 0, 
90013739, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Nimzowitsch Aaron , 1, ?, ?, C15, 0, 0, 0, 0, 
38258457, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Maroczy Geza, 1, ?, ?, D66, 0, 0, 0, 0, 
37913032, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Kostic Boris, 1, ?, ?, D04, 0, 0, 0, 0, 
60487441, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Kashdan Isaac, 0, ?, ?, D52, 0, 0, 0, 0, 
12138921, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Flohr Salo, 1, ?, ?, D28, 0, 0, 0, 0, 
78689857, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Colle Edgar, 1, ?, ?, D51, 0, 0, 0, 0, 
37036414, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Bogoljubow Efim, 0, ?, ?, D70, 0, 0, 0, 0, 
72085981, Bled, Bled, 1931.??.??, ?, Alekhine Alexander, Asztalos Lajos, 0, ?, ?, D60, 0, 0, 0, 0, 
7943229, Bled, Bled, 1931.??.??, ?, Kostic Boris, Alekhine Alexander, 0, ?, ?, C45, 0, 0, 0, 0, 
32860460, Bled, Bled, 1931.??.??, ?, Kashdan Isaac, Alekhine Alexander, 0, ?, ?, C48, 0, 0, 0, 0, 
23985019, Nice consult, Nice, 1931.??.??, ?, Alekhine/Monosson, Stoltz/Reilly, 1, ?, ?, E17, 0, 0, 0, 0, 
73232116, Nice consult, Nice, 1931.??.??, ?, Alekhine/Reilly, Flohr/Monosson, 0, ?, ?, E16, 0, 0, 0, 0, 
58903664, Nice consult, Nice, 1931.??.??, ?, Alekhine/Reilly, Stoltz/Monosson, 0, ?, ?, C45, 0, 0, 0, 0, 
11506365, Nice consult, Nice, 1931.??.??, ?, Stoltz/Reilly, Alekhine/Monosson, 0, ?, ?, E21, 0, 0, 0, 0, 
3765820, Nice consult, Nice, 1931.??.??, ?, Stoltz/Monosson, Alekhine/Reilly, -1, ?, ?, D52, 0, 0, 0, 0, 
73255405, Nice consult, Nice, 1931.??.??, ?, Alekhine/Monosson, Flohr/Reilly, 1, ?, ?, E24, 0, 0, 0, 0, 
40578653, Nice consult, Nice, 1931.??.??, ?, Flohr/Monosson, Alekhine/Reilly, 0, ?, ?, E35, 0, 0, 0, 0, 
52458502, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Tartakower Cukierman, -1, ?, ?, B30, 0, 0, 0, 0, 
24602698, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, British Chess Club, 1, ?, ?, C68, 0, 0, 0, 0, 
9825796, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Wurzburger, 0, ?, ?, D43, 0, 0, 0, 0, 
24410394, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Glikberg  DI., 0, ?, ?, D43, 0, 0, 0, 0, 
57582713, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Rudenko A., 0, ?, ?, C50, 0, 0, 0, 0, 
76810231, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Russian Chess Circle, 1, ?, ?, A51, 0, 0, 0, 0, 
23010311, Paris sim, Paris, 1931.??.??, ?, Alekhine Alexander, Vardonenko, 1, ?, ?, C30, 0, 0, 0, 0, 
43990360, Prague ol, Prague, 1931.??.??, 1, Alekhine Alexander, Gruenfeld Ernst, 1, ?, ?, D41, 0, 0, 0, 0, 
59086038, Prague ol, Prague, 1931.??.??, 2, Stahlberg Gideon, Alekhine Alexander, -1, ?, ?, E35, 0, 0, 0, 0, 
30091080, Prague ol, Prague, 1931.??.??, 3, Alekhine Alexander, Vidmar Milan Sr, 0, ?, ?, C48, 0, 0, 0, 0, 
98889710, Prague ol, Prague, 1931.??.??, 4, Mikenas Vladas, Alekhine Alexander, 0, ?, ?, D52, 0, 0, 0, 0, 
23271859, Prague ol, Prague, 1931.??.??, 5, Alekhine Alexander, Kashdan Isaac, 0, ?, ?, D67, 0, 0, 0, 0, 
67806914, Prague ol, Prague, 1931.??.??, 6, Christoffersen HC., Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
45807726, Prague ol, Prague, 1931.??.??, 7, Alekhine Alexander, Sultan Khan Mir, 0, ?, ?, E15, 0, 0, 0, 0, 
5451025, Prague ol, Prague, 1931.??.??, 8, Rosselli del Turco Stefano, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
86324531, Prague ol, Prague, 1931.??.??, 9, Alekhine Alexander, Weenink Henri Gerard, 1, ?, ?, D12, 0, 0, 0, 0, 
99537664, Prague ol, Prague, 1931.??.??, 10, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, C01, 0, 0, 0, 0, 
10417989, Prague ol, Prague, 1931.??.??, 11, Alekhine Alexander, Johner Hans, 1, ?, ?, E11, 0, 0, 0, 0, 
1430961, Prague ol, Prague, 1931.??.??, 12, Golmayo de la Torriente Manuel, Alekhine Alexander, 0, ?, ?, C76, 0, 0, 0, 0, 
91230866, Prague ol, Prague, 1931.??.??, 13, Alekhine Alexander, Erdelyi Stefan, 1, ?, ?, B54, 0, 0, 0, 0, 
22111900, Prague ol, Prague, 1931.??.??, 14, Tartakower Saviely, Alekhine Alexander, 0, ?, ?, C01, 0, 0, 0, 0, 
96453822, Prague ol, Prague, 1931.??.??, 15, Alekhine Alexander, Andersen Erik Sr, 1, ?, ?, A50, 0, 0, 0, 0, 
5547781, Prague ol, Prague, 1931.??.??, 16, Matisons Hermanis, Alekhine Alexander, 1, ?, ?, C46, 0, 0, 0, 0, 
63312371, Prague ol, Prague, 1931.??.??, 17, Alekhine Alexander, Steiner Endre, 1, ?, ?, A32, 0, 0, 0, 0, 
57693437, Prague ol, Prague, 1931.??.??, 18, Flohr Salo, Alekhine Alexander, -1, ?, ?, C46, 0, 0, 0, 0, 
49885063, Bern, Bern, 1932.??.??, 1, Alekhine Alexander, Sultan Khan Mir, 1, ?, ?, B13, 0, 0, 0, 0, 
22842603, Bern, Bern, 1932.??.??, 2, Staehelin Adolf, Alekhine Alexander, -1, ?, ?, E34, 0, 0, 0, 0, 
5901487, Bern, Bern, 1932.??.??, 3, Alekhine Alexander, Grob Henry, 1, ?, ?, C84, 0, 0, 0, 0, 
40516225, Bern, Bern, 1932.??.??, 4, Voellmy Erwin, Alekhine Alexander, -1, ?, ?, D48, 0, 0, 0, 0, 
15417683, Bern, Bern, 1932.??.??, 5, Alekhine Alexander, Euwe Max, 0, ?, ?, B14, 0, 0, 0, 0, 
38490929, Bern, Bern, 1932.??.??, 6, Bernstein Ossip, Alekhine Alexander, -1, ?, ?, C68, 0, 0, 0, 0, 
40492714, Bern, Bern, 1932.??.??, 7, Alekhine Alexander, Flohr Salo, 1, ?, ?, D05, 0, 0, 0, 1, 
8148680, Bern, Bern, 1932.??.??, 8, Gygli Fritz, Alekhine Alexander, 0, ?, ?, D27, 0, 0, 0, 0, 
90719609, Bern, Bern, 1932.??.??, 9, Alekhine Alexander, Johner Hans, 1, ?, ?, D32, 0, 0, 1, 0, 
88514970, Bern, Bern, 1932.??.??, 10, Bogoljubow Efim, Alekhine Alexander, 1, ?, ?, D45, 0, 0, 0, 0, 
39946916, Bern, Bern, 1932.??.??, 11, Alekhine Alexander, Rivier W., 1, ?, ?, D02, 0, 0, 0, 0, 
87148662, Bern, Bern, 1932.??.??, 12, Henneberger Walter, Alekhine Alexander, -1, ?, ?, C46, 0, 0, 0, 0, 
36607967, Bern, Bern, 1932.??.??, 13, Alekhine Alexander, Naegeli Oskar, 0, ?, ?, D63, 0, 0, 0, 0, 
58264220, Bern, Bern, 1932.??.??, 14, Alekhine Alexander, Johner Paul F, 1, ?, ?, E16, 0, 0, 0, 0, 
25475772, Bern, Bern, 1932.??.??, 15, Colin B., Alekhine Alexander, -1, ?, ?, D41, 0, 0, 0, 0, 
50499310, London, London, 1932.??.??, 1, Alekhine Alexander, Sultan Khan Mir, 1, ?, ?, E38, 0, 0, 0, 0, 
